thread_title,post_content,source_url
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"BYD India has introduced a new entry-level variant of the Sealion 7. The new Dynamic trim is available at an introductory price of Rs 41.90 lakh (ex-showroom). The Sealion 7 Dynamic comes with a 71.8 kWh battery pack, instead of the 82.56 kWh unit available in the Premium and Performance variants. BYD claims a range of 520 km (NEDC) and a 0-100 km/h time of 7.3 seconds. The Dynamic trim offers features such as a panoramic glass roof, a rotating touchscreen infotainment system, Intelligent Torque Adaptation Control, and an extensive array of safety and driver assistance tech. BYD has also announced a festive offer under which Sealion 7 Dynamic customers will receive a complimentary 7 kWh home charger with installation. The carmaker is also offering a 10-year roadside assistance coverage extension and a 10-year / 1.5 lakh km extended warranty on the battery. Link to Team-BHP News",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"This is the X1 LWB effect ! First getting the Tesla model Y to bow down with a price correction and now BYD with an entry level model. Love to see the 40-55L segment steaming up with superb VFM benchmarks. Not everyone wants/needs a large battery pack, good move by BYD.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"Good move by BYD. Apart from smaller battery pack, what are the other differences w.r.t. to other variants like premium and performance? Seems they have not yet updated the brochure with this variant.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,Pricing this slightly lower (ie: Below 40L ex showroom) would have made it extremely attractive in Kerala because of the lower road tax rate. However this pricing seems to be decent in itself when you consider the price of the larger battery variants.,https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"A very good move by BYD. Since the brochure on the website is not updated, it is difficult to figure out what changes the Dynamic variant brings. I would also like to know how much weight reduction BYD managed with the smaller battery. If the kerb weight is less than 2,000 kg, then possibly the 71.8 kWh battery pack can give us a real-world range of 430 km to 450 km (100% to 10%) in any weather condition.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"Quote: Originally Posted by Sahil This is the X1 LWB effect ! First getting the Tesla model Y to bow down with a price correction and now BYD with an entry level model. Love to see the 40-55L segment steaming up with superb VFM benchmarks. Not everyone wants/needs a large battery pack, good move by BYD. Model Y is understandable but I don't think the Seal is in the same segment as the ix1. Its a considerably larger, more powerful car.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"Quote: Originally Posted by Sahil This is the X1 LWB effect ! First getting the Tesla model Y to bow down with a price correction and now BYD with an entry level model. Love to see the 40-55L segment steaming up with superb VFM benchmarks. Not everyone wants/needs a large battery pack, good move by BYD. It might just be a coincidence. IIRC, a similar toned down version of Sealion was launched by BYD in other SE Asian countries a few months back and it just made it to India",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"This is really shaking up the segment . As Sahil said, so very happy to see this kind of action in the 40 - 55 lakh segment. This car, the iX1 and Model Y are all superb EVs. What variety = One Chinese, One German and One American! Koreans are outdated (Ioniq 5 & EV6 which were the best at one time). With reference to the Sealion 7, the AWD isn't everyone's cup of tea. This new variant at 41.90L is sheer VFM as remember, the build + interior quality etc. are the same across all variants. Going by the brochure, nothing's really missing or a major deal breaker versus the higher variants. 71.8 kWh Vs 82.56 kWh battery 7.3 seconds is still quick enough for most people NEDC range of 520 km (versus 567 for the Premium) 7 kW AC charging port (vs 11 kW) Missing = HUD, genuine leather seats, driver memory seat (this is going to be inconvenient since electric seats are so slow to adjust), 10 vs 12 speaker sound.... On the other hand, it does have lots of good stuff = Panoramic glass roof, 15.6-inch rotating touchscreen, 360° camera, adaptive cruise control, ventilated front seats, 8-way powered driver's seat, 6-way powered passenger seat, double-glazed windscreen, NFC key, dual-zone climate control, V2L, frequency-selective dampers etc. This is NOT a base variant from any angle. The Tesla Model Y RWD @ 51 lakhs was a game-changer for the brand. Now, it's BYD's turn. Only problem is BYD doesn't know how to sell cars in India. Their marketing sucks. All the entry-level German cars have started sweating (e.g. C-Class Petrol & Diesel).",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"What is interesting to see is that they are also increasing the extended warranty period with each new variant they launch. When I was looking for an EV a few weeks back and considering the Byd Sealion 7, the extended warranty was for 8 years only. Pushing it to 10 years shows the confidence Byd has on their products and gives comfort for buyers also. I think Honda is the only other company which extends warranty for its ICE cars but giving 10 years for new technology by Byd speaks volumes.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"So, as it stands now Base Fortuner Base Kodiaq Base Sea Lion 7 Top end Innova Hycross All cost roughly the same on road Maharashtra. Sea Lion 7 is a large car, longer and wider than a Fortuner. Why couldn't BYD make it a 7 seater? It would've become a no brainer in this segment!",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"This variant makes Premium neither here, neither there. Only a marginal difference in performance when compared to Dynamic. So essentially it comes down to budget. Imagine BYD making these in India and it could easily be priced ₹30 lakhs. Unless world class competition is there, our companies will never improve. The earlier we realise the better for us. We dont have a world class manufacturer because our priorities are not that. Its not because we arent capable. You sit in an essentially ₹25 lakh Sealion and a similar priced EV from India, that will make you feel sad about our country.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"Quote: Originally Posted by The Rationalist You sit in an essentially ₹25 lakh Sealion and a similar priced EV from India, that will make you feel sad about our country. I have a different view though. I had shortlisted the Byd Sealion 7 after reading all the rave reviews online but in real, the back seat is honestly like a punishment posting. The front seat feeling is fantastic but in the back seat, both short and tall passengers have issues. For shorter passengers, the window line is too high and the front seats are humongous blocking view from all sides. For taller people, the flooring is too high and I personally found it very uncomfortable even for short distance sitting with knees up (for reference I am 6.2). Comparitively, the XEV 9E Cineluxe edition wowed me from both outside and inside. Even with the driver's seat adjusted as per my driving position (pushed back fully), I could sit in the rear seat. There is obviously a difference in fit and finish between the 2 cars but before the Dynamic edition was launched, the difference was definitely not worth 20 lakhs. Even if it was similarly priced, I would rate the space, features and comfort of the XEV9e to be better.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"My brother had shortlisted BYD Sealion and BMW iX1 LWB, both costing around same OTR. He was leaning towards BMW due to brand image and overall better customer service. Also, Sealion is a CBU vs iX1 is locally assembled so getting parts support will be better with BMW. But now with this Dynamic variant launch, he is in a fix. Apart from 8-9 lacs savings, even feature wise it still beats iX1 on most fronts. He wants to avoid Mahindra as the experience is not polished enough. It's a shame that Mercedes and Audi don't have an EV offering in this price range.",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
BYD Sealion 7 Dynamic variant launched at Rs 41.90 lakh,"You’re right, GTO: this BYD Sealion 7 ‘dynamic trim’ somehow feels like a way to attach a larger user base with its attractive coupling of price and features. This is the trim I was waiting for and now that’s it here: I’m torn between the Tata Sierra EV QWD (26 lakhs ex showroom) and this Dynamic trim (42 lakhs ex showroom). The All wheel drive and higher ground clearance along with an abundance of features in the Sierra EV - versus the finesse and global maturity of the Sealion 7 Dynamic! Would love to hear the views of BHPians. Am I the only one who’s torn between two (asymmetric) options?",https://www.team-bhp.com/forum/electric-cars/311568-byd-sealion-7-dynamic-variant-launched-rs-41-90-lakh.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Reliance Infra (part of Anil Ambani 's group) weighs EV push, taps ex-BYD executive . It is also looking at the feasibility of building a battery plant starting with 10 gigawatt hours (GWh) of capacity and scaling up to 75 GWh over a decade. India's Reliance Infrastructure is considering plans to manufacture electric cars and batteries, and has hired a former India executive at China's BYD Co to advise on its plans. The company, part of Anil Ambani's Reliance Group, has hired external consultants to conduct a ""cost feasibility"" study for setting up an EV plant with an initial capacity of about 250,000 vehicles a year, to be scaled up to 750,000 over some years. It is also looking at the feasibility of building a battery plant starting with 10 gigawatt hours (GWh) of capacity and scaling up to 75 GWh over a decade. Link:",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,I thought bro was broke and declared his net worth to be 0 Amazing he thinks markets will ever trust him after running everything he touched into the ground. Full marks for confidence.,https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,Quote: Originally Posted by invidious I thought bro was broke and declared his net worth to be 0 Amazing he thinks markets will ever trust him after running everything he touched into the ground. Full marks for confidence. IF some Unknown Yamaha dealer can raise 4800CR IPO I'm sure this Billionaire can do much much better!! You underestimate the power of the Indian IPO!! (Line taken from Lord Vader!) You underestimate the power of the Dark Side!,https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by invidious I thought bro was broke and declared his net worth to be 0 Remember, The broke bro has an unbroken big bro who probably has the wherewithal to  install a direct powerline to the sun and draw all the GWh available there for his poor little bro There's this saying, Hathi dubla hoga tho bhi kitna hoga? (Even if an elephant becomes lean, how much lean it can become? It's still an mammoth elephant)",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by invidious I thought bro was broke and declared his net worth to be 0 Amazing he thinks markets will ever trust him after running everything he touched into the ground. Full marks for confidence. He has repaid quite a bit. His son seems to be running the business well. Of the next gen Ambani's Anmol may turn out to be the most brilliant, given his attitude (or rather other's attitude)!!",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by BravoMike He has repaid quite a bit. His son seems to be running the business well. Of the next gen Ambani's Anmol may turn out to be the most brilliant, given his attitude (or rather other's attitude)!! Yes. I just read that Anil Ambani's elder son Jai Anmol Ambani is worth close to Rs 2000 crores, that's a USD $ quarter billion. And he might be the most brilliant and successful of the next gen Ambanis. Quite possible. I remember an old adage. Never kick a fallen man. When he stands up, he may be bigger than you. It never seemed so true.",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by ashkamath Yes. I just read that Anil Ambani's elder son Jai Anmol Ambani is worth close to Rs 2000 crores, that's a USD $ quarter billion. And he might be the most brilliant and successful of the next gen Ambanis. Quite possible. I remember an old adage. Never kick a fallen man. When he stands up, he may be bigger than you. It never seemed so true. He might be one to watch. Nothing was handed to him on a plate unlike his cousins, he might have learnt how to struggle and turnaround things from a low point. Kudo's to Anil Ambani for stepping back and letting him run things (may be situation has forced him to though)",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Agratas (Tata Group) is also building a Giga Factory in India. News report stated ""Tata Group Invests Rs 950 Crore In Battery Manufacturing Subsidiary Agratas... Agratas is working on setting up modern battery manufacturing plants in India and the UK. According to Tata Sons' 106th annual report, the company plans to build a 40 GWh gigafactory in the UK and a 20 GWh plant in Sanand, Gujarat."" https://www.timesnownews.com/busines...icle-113177758",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,With huge businesses and ultra ultra high net worth individuals I feel the intent behind the actions/statements is never clear. Is it just to push the share price or push up valuations so one can have a profitable exit. In case Anil Ambani or one of his companies gets into manufacturing of EVs or related components I hope it does better than his existing ventures.,https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Hi, Mr. Anil Ambani & family is again entering into wrong business.  Manufacturing EV will be another loss making business for them.  Hope Mr. Anil Ambani & his son get the reality check before trying to enter in EV segment, unless they are eyeing to tie up with BYD to set up manufacturing plant in India.",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by GoBabyGo Hi, Mr. Anil Ambani & family is again entering into wrong business.  Manufacturing EV will be another loss making business for them.  Hope Mr. Anil Ambani & his son get the reality check before trying to enter in EV segment, unless they are eyeing to tie up with BYD to set up manufacturing plant in India. When TATAs could turnaround the isolated EV business profitable in the three years of existence, and Indian EV makers are making money, I don't see why the Ambanis can't pull it off. They are ruthless in their planning unlike Tatas. So they can definitely pull out a rabbit from the hat.",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by DRPSREDDY When TATAs could turnaround the isolated EV business profitable in the three years of existence, and Indian EV makers are making money, I don't see why the Ambanis can't pull it off. They are ruthless in their planning unlike Tatas. So they can definitely pull out a rabbit from the hat. Hi, please do not get confused between Mr. Mukesh Ambani and Mr. Anil Ambani. I don't think EV manufacturers are profitable in India (may be across the globe, except Tesla).",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by GoBabyGo Hi, please do not get confused between Mr. Mukesh Ambani and Mr. Anil Ambani.. I have dealt with both these gentlemen  in the distant past. I can only caution anybody doing business with Anil. In the end we had to take him to court. Which we won. Mukesh had to bail him out and lend him the money to pay us. (About MUSD80 I recall.) Never had any (financial) problems dealing with Mukesh Ambanis company. I am not sure to what extend Anil is still involved in the day to day running of his companies? There was one interesting similarity between the two brothers. All their senior managers were terrified being called upon and having to present or explain something to the big boss! Work on their respective campus came to a standstill when it became know the respective Ambani was visiting. Often by chopper. As soon as I heard the chopper I knew I might as well leave for my hotel. Everybody was terrified, hiding and or preparing on the of chance they got called upon. There were just a few guys that could stand up to Anil and Mukesh. Interesting guys! Fiercely loyal. There were even fewer who could approach both Anil and Mukesh. Which was often necessary. All the rest was just running around the campus like headless chickens as soon as the chopper was heard��. Jeroen",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
Anil Ambani's Reliance Infra plans to build electric cars in India,"Quote: Originally Posted by Jeroen ... There were just a few guys that could stand up to Anil and Mukesh. Interesting guys! Fiercely loyal. There were even fewer who could approach both Anil and Mukesh. Which was often necessary. All the rest was just running around the campus like headless chickens as soon as the chopper was heard��. Jeroen Interesting! Going a bit off topic, is this an Indian thing or do top honchos in Europe and the US also cause this kind of reaction among the minions?",https://www.team-bhp.com/forum/electric-cars/284915-anil-ambanis-reliance-infra-plans-build-electric-cars-india.html
